Name,GSM984510,GSM984511,GSM984512,GSM984513,GSM984514,GSM984515,GSM984516,GSM984517
ZNF678,0.488,0.802,0.596,0.519,0.004,-0.038,-0.012,-0.056
ZMYM4,-0.545,-0.555,-0.463,-0.407,-0.501,-0.762,-0.792,-0.556
TMEM69,0.533,0.297,0.287,0.091,0.068,0.259,0.13,0.068
ELF3,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGB1,0.53,-0.031,-0.03,0.094,0.353,0.007,0.181,0.39
ITGB1,0.6,0.21,0.17,0.32,0.59,0.26,0.38,0.55
YME1L1,-0.019,0.128,0.107,0.132,0.424,0.462,0.405,0.404
A1CF,0.276,0.039,0.0,0.144,-0.133,0.148,0.157,-0.308
GPAM,0.829,0.176,0.113,0.0,-0.127,0.36,0.16,0.106
SLC16A12,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.429
FAM178A,0.292,0.26,0.25,0.098,-0.069,0.018,0.153,0.115
FBXW4,0.255,0.18,0.0,0.154,0.071,0.045,0.045,-0.049
C1ORF106,0.432,-0.421,0.0,0.0,0.0,0.0,0.048,-0.314
DDIT4,0.468,0.2,0.144,0.267,0.706,0.751,0.94,0.962
MGMT,-0.443,-0.08,0.026,0.035,0.156,-0.017,-0.059,0.096
FAM13C,0.056,0.0,-0.488,0.0,0.368,0.368,0.033,-0.381
PIP4K2A,-0.323,-0.373,-0.34,0.049,-0.015,0.097,0.207,0.139
FAM45A,-0.367,-0.401,-0.376,-0.285,-0.813,-0.686,-0.855,-1.034
ECHS1,0.031,0.118,0.071,0.075,0.047,0.031,0.127,0.042
DNAJC9,-0.888,-0.553,-0.665,-0.549,-0.875,-1.098,-1.011,-0.82
GHITM,-0.184,-0.092,0.113,0.135,0.154,0.059,0.035,0.191
DUX4,-0.372,-0.324,-0.219,-0.067,-0.145,-0.684,-0.397,-0.37
OSBPL1A,-0.024,0.32,0.191,0.248,0.354,0.437,0.078,0.311
MYPN,-0.401,0.458,0.0,-0.524,0.0,0.458,0.0,0.457
PIK3AP1,0.0,0.0,0.0,1.923,2.237,0.0,2.061,0.0
DDX50,0.193,0.491,0.378,0.411,0.506,0.498,0.483,0.633
ALOX5,1.067,0.842,0.863,0.831,0.346,0.403,0.0,1.149
DUSP13,0.0,-0.326,-0.604,0.194,-0.629,-0.48,0.274,0.194
PAPSS2,0.593,0.24,0.409,0.053,0.311,0.49,0.356,0.486
FAM53B,0.06,0.121,0.179,-0.166,0.167,0.399,0.462,0.265
NEBL,0.174,0.653,0.655,0.761,1.031,1.072,1.088,1.292
ANKRD2,0.101,-0.121,0.099,0.039,-0.143,0.085,-0.008,-0.063
CPT1A,0.52,0.387,0.371,0.126,0.511,0.876,0.757,0.312
CDK2AP2,0.945,0.347,0.377,0.497,0.443,0.305,0.451,0.589
C22ORF26,-0.063,-0.353,-0.506,-0.143,-0.535,-0.245,-0.376,-0.741
CORO1B,0.337,-0.101,0.02,-0.05,0.052,-0.203,0.072,0.057
SCT,0.056,0.543,0.1,-0.563,-0.239,0.377,0.39,0.739
PSMC3,-0.3,-0.459,-0.335,-0.224,-0.416,-0.478,-0.568,-0.451
GYLTL1B,0.216,0.212,-0.101,0.338,0.496,0.087,0.429,0.011
ENDOD1,0.072,-0.043,0.043,-0.068,-0.238,-0.258,-0.224,-0.378
NDUFS5,-0.051,0.093,0.192,0.128,-0.222,-0.088,-0.137,-0.193
C11ORF2,0.45,0.038,0.14,0.158,0.052,0.048,0.173,-0.01
CDCA5,-0.256,-0.254,-0.041,-0.093,0.238,0.319,0.325,0.304
SF3A1,0.6,0.197,0.323,0.178,0.136,0.189,0.29,0.094
RELA,0.63,0.23,0.15,0.41,0.89,0.74,1.05,0.92
PELI3,-0.441,-0.343,-0.366,-0.216,-1.15,-1.164,-1.206,-1.233
SLC29A2,-0.265,-0.124,-0.371,0.0,0.291,-0.306,-0.004,-0.227
STT3A,-0.128,-0.196,-0.003,0.009,-0.243,-0.254,0.159,-0.135
KIRREL3,-0.723,-0.204,-0.776,-0.53,-0.623,-0.399,-0.401,-0.646
YAP1,0.037,0.04,-0.129,-0.205,0.277,0.621,0.493,0.453
IL18,-0.24,0.02,-0.18,0.05,0.23,0.38,0.07,0.05
ZBTB16,0.201,0.056,0.106,0.013,0.155,0.184,0.287,-0.029
TREH,-0.208,0.0,-0.314,0.329,0.0,0.0,0.0,-0.477
CHRM4,0.0,0.038,0.0,-0.092,-0.227,0.0,0.0,0.262
TECTA,1.173,0.0,0.0,-0.003,0.139,-0.172,-0.019,0.112
A_23_P104865,0.395,0.0,0.0,-0.147,0.0,0.0,0.0,0.0
SPA17,0.057,0.156,0.22,0.129,-0.06,-0.044,-0.11,-0.012
A_23_P10488,0.0,0.0,0.0,0.436,0.0,0.0,-0.229,0.393
ROBO4,-0.587,-0.463,-0.627,-0.254,-0.717,-0.965,-0.752,-0.57
EIF4G2,0.532,0.094,0.122,-0.139,-0.018,0.124,0.471,0.244
TMX2,-0.056,-0.215,-0.187,-0.356,-0.423,-0.23,-0.447,-0.443
ATP9B,-0.21,-0.403,-0.303,-0.37,-0.18,-0.184,-0.119,-0.15
MS4A5,0.124,0.448,0.041,0.147,0.0,0.356,0.245,0.0
BEST1,0.0,0.0,-0.184,0.0,-0.417,-0.032,0.007,0.015
ATP9B,0.991,-0.364,0.188,0.153,0.0,0.882,0.149,0.737
ROM1,-0.155,0.118,0.074,0.124,-0.043,-0.139,-0.09,-0.113
HRASLS2,-0.42,-0.183,-0.356,-0.8,-0.497,-0.538,-0.071,0.205
ATL3,0.337,0.432,0.37,0.192,0.386,0.557,0.517,0.579
MRPL23,-0.08,-0.044,-0.181,-0.117,-0.313,-0.119,-0.341,-0.199
HPGDS,0.332,0.592,0.72,-0.174,1.129,0.91,0.726,1.519
ILK,0.483,-0.111,-0.081,-0.342,-0.2,-0.254,-0.17,-0.069
ASCL2,0.014,0.49,-0.698,-0.359,-0.357,0.0,0.443,-0.198
OR51G1,0.172,0.066,0.0,0.388,0.0,0.0,1.579,0.246
CAT,-0.085,0.072,-0.056,0.089,0.072,-0.038,0.065,-0.041
SCUBE2,0.875,0.064,0.175,-0.248,0.378,1.275,0.722,1.105
TFDP3,0.32,-0.411,-0.131,-0.253,-0.494,-0.16,-0.399,-0.006
ARAP1,0.1,-0.112,-0.289,-0.105,-0.215,-0.266,-0.181,-0.185
CAPN5,0.177,0.157,0.139,-0.029,0.183,0.0,0.044,-0.134
THRSP,1.011,0.534,-0.563,0.353,-0.775,0.092,0.0,-0.432
ME3,0.426,0.129,0.245,0.405,0.564,0.565,0.649,0.639
A_23_P10525,0.001,0.0,0.0,0.0,0.018,0.407,0.366,0.986
GLI1,-2.004,-0.926,-1.72,-1.214,-1.609,-1.095,-1.009,-0.953
ETV6,-0.136,-0.189,-0.192,0.114,0.111,0.114,0.245,0.133
ZNF84,0.013,-0.053,-0.3,-0.475,-0.708,-0.302,-0.562,-0.65
DGKA,0.662,0.15,0.085,0.07,-0.356,-0.216,-0.422,-0.222
EIF2B1,-0.022,-0.019,0.065,-0.245,-0.45,-0.326,-0.532,-0.358
A_23_P105368,0.676,0.139,0.106,0.976,0.468,0.728,0.383,0.281
THAP2,0.107,0.594,0.719,0.532,1.442,1.481,1.298,1.459
CCT2,-0.226,0.098,-0.084,-0.047,-0.239,-0.226,-0.399,-0.211
MAP3K12,-0.012,-0.495,-0.541,-0.66,-0.956,-0.96,-0.922,-1.005
HTRA3,-0.163,-0.128,0.012,0.173,0.134,-0.1,0.341,-0.025
KIAA0748,0.0,-0.059,0.333,0.0,0.354,0.191,0.188,-0.124
PTPN11,0.021,-0.131,-0.084,0.198,0.572,0.652,0.699,0.558
GRASP,-0.154,0.081,-0.222,-0.093,0.132,0.069,0.127,0.162
CMKLR1,0.0,0.602,0.0,0.0,0.0,0.0,0.0,0.196
CMKLR1,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0.0
SLCO1B3,-0.214,0.984,0.0,0.0,0.111,0.332,0.136,0.364
TAS2R14,-0.403,-0.653,-0.429,-0.838,-0.856,-0.695,-0.504,-0.484
WBP11,1.282,0.493,0.447,0.069,0.171,0.462,0.667,0.335
PLCZ1,-0.175,0.0,0.25,1.027,0.0,0.0,0.0,-0.066
POC1B,0.356,0.313,0.394,0.106,0.362,0.527,0.364,0.449
VAMP1,0.784,0.193,0.094,0.248,0.165,0.041,0.044,-0.008
VWF,0.33,0.17,0.19,-0.12,0.0,0.06,-0.05,-0.17
CHPT1,0.155,0.073,0.016,0.033,0.035,0.107,0.006,0.039
C12ORF32,0.258,0.073,0.145,0.257,-0.134,-0.258,-0.099,-0.127
AATK,-0.6,-0.33,-0.279,-0.147,-0.337,-0.545,-0.352,-0.377
MVK,-1.399,-1.086,-1.117,-1.195,-1.279,-1.358,-1.116,-1.1
GPR89B,-0.256,-0.175,-0.121,0.023,-0.245,-0.309,-0.519,-0.235
A_23_P10561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955
TMEM116,-0.275,-0.061,-0.193,-0.146,-0.231,-0.155,-0.278,-0.537
COQ5,0.012,0.316,0.132,0.158,-0.095,0.006,-0.097,-0.139
A_23_P10564,0.0,0.0,0.0,-0.156,0.0,0.0,0.0,0.0
ATF1,0.414,0.331,0.294,0.235,0.649,0.815,0.698,0.739
PDZRN4,0.0,-0.01,0.0,0.0,0.0,0.0,-0.033,0.0
CCDC59,0.03,0.288,0.093,0.311,0.333,0.408,0.32,0.453
GPRC5D,-0.102,0.025,-0.178,-0.172,0.114,0.012,-0.082,0.364
FGF6,0.0,0.0,0.0,0.0,-0.427,0.0,0.0,0.0
MDM1,-0.179,0.209,-0.089,-0.087,-0.697,-0.355,-1.343,-0.324
A_23_P105732,-0.353,-0.024,-0.166,-0.081,-0.006,0.119,-0.042,-0.126
APPL2,1.528,0.62,0.52,0.312,0.666,0.897,1.018,0.798
PWP1,-0.219,0.038,-0.112,-0.156,-0.235,-0.016,-0.388,-0.205
EPSTI1,0.136,0.114,-0.078,0.398,0.727,1.197,0.912,0.85
FGF9,0.579,0.135,0.0,0.0,-0.243,0.0,0.0,0.243
A_23_P105815,0.0,-0.423,0.0,-0.567,0.0,-0.566,-0.647,-0.953
BIVM,0.433,0.185,0.113,-0.021,-0.484,-0.223,-0.093,-0.597
SLC46A3,-0.489,-0.817,-0.364,-0.629,0.239,-0.414,-0.125,-0.111
FRY,-0.111,0.163,0.24,0.099,-2.085,-2.145,-2.428,-2.522
TRPC4,-0.043,0.005,-0.024,-0.374,1.81,1.913,2.14,1.626
C1QTNF9B,-0.243,-0.435,-0.056,-0.024,-0.688,-0.45,0.0,-0.737
BTF3P11,0.264,0.115,0.158,0.03,0.339,0.469,0.134,0.112
METRNL,-0.224,-0.104,-0.183,-0.127,0.109,-0.031,0.117,0.157
DIO3,0.692,-0.042,-0.97,-0.293,0.0,0.0,0.0,-0.055
EXOC3L4,-0.078,0.075,0.086,0.0,0.318,-0.491,0.0,0.0
ACTN1,-0.009,-0.335,-0.28,-0.162,-0.018,-0.268,0.158,0.002
AK7,0.39,-0.175,0.269,0.129,-0.355,0.214,0.559,0.037
SERPINA11,0.0,0.0,0.0,0.0,0.0,-0.468,0.0,0.415
USP33,0.008,-0.384,-0.336,-0.241,-0.547,-0.736,-0.743,-0.578
NFKBIA,0.078,0.217,0.3,0.287,3.275,3.064,3.106,3.173
PRKD1,0.487,0.531,0.621,0.142,0.366,0.741,0.663,0.498
JAG2,0.411,-0.079,-0.018,0.217,-0.876,-0.99,-0.906,-1.031
CMTM5,-0.002,-0.06,0.0,0.203,-0.105,0.0,0.795,0.0
A_23_P10605,-0.261,-0.54,-0.541,-0.164,-0.53,-0.679,0.037,-0.38
DAD1,-0.26,-0.371,-0.12,-0.093,-0.109,-0.047,-0.068,-0.256
A_23_P106069,-0.48,-0.593,-0.641,0.063,0.0,0.065,-0.563,0.425
RNASE7,0.278,0.0,1.09,-0.028,0.481,0.724,0.476,0.254
AKAP5,-0.208,-0.059,0.535,0.038,0.594,1.113,0.821,0.933
SIX6,0.0,0.0,0.055,-0.276,0.0,-0.058,0.435,0.0
KIAA0586,-0.271,0.102,0.001,-0.132,-0.955,-0.951,-1.063,-1.081
KTN1,0.333,0.154,0.137,-0.069,0.215,0.437,0.346,0.158
PDK1,0.247,0.477,0.407,0.262,0.47,0.95,0.427,0.487
ERO1L,0.212,0.119,0.151,-0.063,0.301,0.508,0.392,0.483
L2HGDH,-0.352,-0.218,-0.17,0.0,-0.249,0.043,-0.301,-0.113
MIS18BP1,0.107,0.355,0.472,0.675,0.237,0.517,0.445,0.22
PSEN1,-0.071,-0.104,-0.113,-0.209,0.668,0.546,0.322,0.6
FOS,2.381,1.965,0.762,1.743,2.862,3.196,3.371,3.112
GSTZ1,-0.25,-0.104,-0.04,0.104,-0.025,-0.185,-0.167,-0.133
CHMP4A,-0.148,-0.056,0.042,-0.054,-0.213,-0.367,-0.425,-0.401
PRO1768,0.0,0.0,0.0,0.655,0.0,0.0,0.0,0.33
TRIP11,-0.209,0.245,0.156,0.294,0.144,-0.005,0.112,0.26
SLC25A47,-0.226,-0.026,0.239,0.284,0.619,0.407,0.025,0.438
FLJ10038,-0.477,-0.277,-0.297,-0.028,-0.66,-0.64,-0.56,-0.631
SERF2,0.349,0.03,0.063,0.004,0.029,0.05,0.057,-0.055
CPEB1,-0.142,-0.384,0.195,-0.191,0.454,0.405,0.728,0.651
AQP9,0.0,0.0,-0.313,0.0,0.0,-1.076,-0.228,0.0
GOLGA6A,0.408,-0.149,-0.317,-0.282,0.239,0.203,-0.394,-0.44
SEMA7A,0.0,-0.613,-0.67,-0.196,-0.363,0.156,-0.319,0.393
THAP10,-0.257,0.12,0.259,0.038,0.427,0.455,0.133,0.509
ENPP7,0.775,0.427,0.827,0.322,-0.504,0.0,0.213,0.171
NDN,0.007,-0.203,-0.105,-0.257,-0.491,-0.463,-0.29,-0.493
A_23_P106412,-0.494,-0.454,-0.314,0.148,0.065,0.376,0.0,0.0
C15ORF38,-0.404,-0.341,-0.337,-0.328,-0.206,-0.245,-0.465,-0.372
RCCD1,-0.542,-0.078,-0.318,-0.061,-0.5,-0.67,-0.673,-0.587
RCCD1,0.549,0.145,0.042,0.048,-0.232,-0.107,-0.093,-0.273
OAZ2,-0.122,-0.326,-0.164,-0.014,-0.25,-0.459,-0.088,-0.292
CYTL1,0.738,0.432,0.41,0.268,-0.041,0.157,-0.022,0.045
A_23_P106472,-0.205,-0.068,-0.071,0.028,-0.305,-0.693,-0.141,-0.263
TMEM85,-0.26,-0.227,-0.27,-0.285,-0.407,-0.19,-0.529,-0.443
IREB2,-0.073,0.128,-0.019,-0.03,0.652,0.864,0.817,0.776
LCMT2,-0.143,-0.354,-0.529,-0.715,-2.306,-1.886,-1.96,-2.197
INO80,-0.639,-0.617,-0.594,-0.67,-0.536,-0.462,-0.38,-0.477
CHST14,-0.077,0.032,-0.027,-0.038,-0.282,-0.285,-0.26,-0.461
C16ORF61,0.002,0.244,0.233,0.203,0.199,0.312,0.202,0.201
UNKL,0.231,0.075,0.11,-0.014,0.146,0.324,-0.125,0.503
GALNS,0.178,0.021,-0.066,0.131,0.293,0.016,0.295,0.352
GOT2,0.725,-0.026,-0.054,-0.067,-0.131,-0.333,0.06,-0.068
CRISPLD2,0.0,-0.164,0.0,0.488,0.0,0.472,0.0,-0.294
WFDC1,0.0,0.062,0.115,0.0,0.0,0.0,-0.346,0.528
IGSF6,-0.755,-0.883,0.967,-0.449,-0.235,0.0,0.493,0.439
DDX28,-0.442,-0.339,-0.533,-0.342,-1.416,-1.45,-1.266,-1.395
CA7,1.069,-0.051,0.611,-0.075,0.0,-0.262,0.432,0.695
CMTM1,0.0,-0.058,-0.009,-0.163,0.052,-0.114,-0.137,-0.054
CKLF-CMTM1,-0.256,0.168,0.139,-0.18,0.289,0.051,-0.134,0.041
PLCG2,0.611,0.808,0.813,0.53,0.746,0.95,0.777,0.674
EMP2,-0.371,-0.277,-0.115,-0.253,-0.356,-0.179,-0.297,-0.249
CHMP1A,-0.199,-0.399,-0.324,-0.273,-0.524,-0.656,-0.298,-0.397
RPS2,0.138,0.162,0.265,0.222,0.235,0.188,0.125,0.202
TBL3,0.709,0.135,0.202,0.05,-0.329,-0.292,-0.038,-0.283
RAB11FIP3,-0.005,-0.075,-0.126,-0.059,-0.074,-0.328,-0.098,-0.07
LUC7L,-0.88,-0.894,-0.916,-0.7,-0.447,-0.407,-0.456,-0.461
PSMD7,-0.401,-0.329,-0.162,-0.203,-0.382,-0.445,-0.404,-0.322
CORO1A,0.119,-0.133,-0.122,-0.014,-0.656,0.0,-0.608,-0.124
SULT1A2,-0.123,-0.065,-0.077,0.028,0.096,0.224,-0.009,0.122
SIAH1,-0.134,-0.298,-0.191,0.016,0.693,0.639,0.491,0.56
PRSS27,0.0,-1.279,-0.313,0.256,-0.095,-0.079,0.015,0.0
A_23_P106814,0.259,0.041,-0.556,-0.74,-0.796,-0.274,-0.314,-0.125
NOB1,0.647,0.309,-0.032,0.048,-0.217,-0.173,-0.006,-0.117
BBS2,0.031,0.204,0.189,0.031,-0.084,0.167,-0.054,-0.02
MT2A,0.022,-0.089,0.011,0.11,-0.058,0.155,0.285,0.155
HSPBP1,-0.315,-0.095,-0.164,-0.113,-0.044,-0.132,0.015,0.14
COX4NB,-0.335,-0.168,-0.195,-0.135,-0.07,-0.151,-0.091,0.023
PMFBP1,-0.214,-0.02,0.057,-0.191,-0.275,-0.054,0.053,-0.363
FUS,-0.481,-0.566,-0.631,-0.529,-0.577,-0.642,-0.459,-0.352
ORAI3,-0.064,-0.406,-0.399,-0.255,-1.071,-1.133,-0.872,-1.228
PPL,-0.077,-0.015,0.278,-0.339,0.064,0.111,0.091,0.138
CHST6,-0.67,-0.006,-0.01,-0.362,0.082,-0.064,-0.178,-0.241
ADCY7,-0.045,-0.144,-0.388,-0.063,-0.167,-0.177,-0.187,-0.06
SEPT9,-0.219,-0.243,-0.108,-0.495,-0.638,-0.667,-0.497,-0.621
SNX12,-0.601,-0.43,-0.259,-0.351,-0.444,-0.412,-0.595,-0.365
MRPS23,-0.367,-0.382,-0.228,-0.251,-0.838,-0.875,-0.958,-0.836
APBB2,-0.293,0.054,-0.08,-0.109,0.483,0.55,0.452,0.6
TMEM11,0.125,-0.086,0.103,-0.182,-0.23,-0.196,-0.201,-0.308
A_23_P107048,-0.242,0.162,-0.055,0.132,0.12,0.074,0.21,0.095
TCAP,-0.6,-0.487,-0.318,-0.2,-0.007,-0.11,-0.084,-0.047
TNK1,-0.137,0.158,-0.658,-0.017,-0.008,0.31,-0.267,0.274
RPA1,0.065,0.138,0.188,0.072,-0.277,-0.186,-0.301,-0.313
TSR1,0.762,-0.134,-0.085,-0.181,-0.294,-0.247,-0.027,-0.258
RNF112,-0.122,0.523,0.301,0.451,2.224,2.093,1.713,1.929
RCVRN,-0.231,0.0,0.0,0.673,-0.349,-0.429,-0.509,-0.184
USP32,0.569,0.371,0.253,0.111,0.518,0.604,0.6,0.512
ACBD4,-0.445,0.014,0.106,0.214,-0.066,-0.023,-0.123,-0.238
MEOX1,0.0,0.053,0.0,0.0,0.0,0.05,0.0,-0.238
ATP1A1,0.035,-0.133,-0.091,-0.265,-0.136,-0.302,0.078,0.125
STAT3,0.28,-0.08,-0.01,-0.03,0.38,0.23,0.45,0.39
HAP1,0.0,0.095,0.069,0.0,0.0,0.287,0.423,-0.257
RAB5C,-0.131,-0.166,-0.044,-0.043,0.098,0.026,-0.071,-0.151
RAB5C,-0.245,-0.167,-0.128,-0.078,0.005,-0.05,-0.006,-0.073
MBTD1,0.0,0.0,0.0,0.719,0.53,1.158,0.0,0.493
CACNA1G,0.09,0.252,0.0,-0.291,0.352,0.236,0.143,0.495
SPOP,-0.501,-0.233,-0.243,-0.05,0.086,-0.151,-0.015,0.019
HOXB2,-0.593,-0.06,-0.145,-0.145,-0.872,-0.856,-0.848,-0.839
LRRC37B,0.338,0.309,0.041,-0.013,0.165,0.395,0.154,0.221
SLC13A2,0.23,-0.073,0.016,-0.024,-0.253,-0.175,-0.239,-0.104
SDF2,-0.294,-0.027,-0.072,-0.044,0.14,0.048,0.025,0.186
CORO6,-0.442,-0.381,-0.63,-0.573,-0.572,-0.714,-0.869,-0.942
ACAP1,0.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC2A4,0.014,0.0,0.884,0.921,0.0,0.423,0.0,0.395
LOC728392,-0.506,-0.135,-0.397,-0.106,-0.276,-0.41,-0.483,-0.472
KIF1C,0.196,0.016,0.146,0.106,-0.132,-0.217,-0.061,-0.095
NMT1,0.373,0.278,0.239,0.385,0.326,0.295,0.449,0.342
HES7,-0.274,-0.153,0.045,-0.003,-0.259,-0.536,0.081,-0.178
TIMP2,-0.274,-0.396,-0.331,-0.235,-0.211,-0.19,-0.227,-0.249
P4HB,0.659,0.001,0.068,0.071,0.133,-0.185,0.291,0.063
TK1,-0.42,-0.237,-0.169,-0.207,-0.466,-0.529,-0.4,-0.51
PDE6B,-0.121,0.083,0.074,0.141,0.41,0.088,0.214,0.073
A_23_P107432,-0.272,-0.134,0.276,-0.083,0.004,-0.091,0.134,-0.143
KRTAP3-1,0.026,0.234,0.549,-0.086,0.699,-0.047,0.265,0.286
KRT31,-0.155,0.237,0.233,0.311,0.373,0.276,0.379,0.43
OR3A3,0.449,-0.392,0.367,0.425,0.0,0.693,0.236,0.0
CBX1,-0.816,-0.398,-0.206,0.39,-0.285,-0.073,-0.049,-0.061
CEP76,0.36,0.333,0.484,0.182,-0.282,-0.083,-0.391,-0.098
A_23_P10753,-0.745,0.093,0.078,0.0,0.0,0.0,0.0,0.0
LOXHD1,0.0,1.055,0.741,-0.4,0.0,0.445,0.227,0.0
TRAPPC8,0.966,0.51,0.48,0.026,0.43,0.786,0.63,0.443
AQP4,0.0,0.0,0.0,0.0,0.0,0.177,0.384,0.598
A_23_P107578,-0.245,0.0,-0.405,0.0,0.0,-0.949,-0.834,-0.87
NPC1,0.505,0.028,0.183,-0.13,0.813,0.842,1.063,0.95
ATP8B1,0.239,-0.239,-0.297,-0.61,0.821,1.098,1.147,0.8
RAB27B,0.169,0.972,0.121,0.585,0.414,0.611,0.191,-0.159
SERPINB12,0.0,-0.007,0.0,0.0,0.0,-0.095,0.01,0.0
SNRPD1,-0.319,-0.067,-0.254,0.0,-0.734,-0.893,-0.75,-0.697
ETFB,0.0,0.0,-0.05,-0.08,-0.39,-0.3,-0.31,-0.33
PPP2R1A,0.378,-0.146,-0.197,-0.125,-0.001,-0.246,-0.029,0.004
ZFP28,0.663,0.185,-0.022,-0.138,-0.514,-0.404,-0.447,-0.366
ZNF324,-0.084,-0.104,-0.251,-0.151,-0.085,-0.166,-0.021,0.003
ZNF586,0.939,0.485,0.55,0.804,0.122,0.408,0.3,0.442
ERCC1,0.198,-0.033,-0.212,0.015,-0.234,-0.4,-0.322,-0.206
MARK4,0.135,0.0,0.292,0.203,0.361,0.22,0.342,0.345
ZFP112,-0.287,0.019,-0.015,-0.264,-1.824,-1.367,-1.801,-1.701
CD79A,0.018,0.163,0.431,0.229,0.502,0.267,0.486,0.334
S1PR5,0.104,0.192,0.0,0.0,-0.036,0.371,0.0,0.0
S1PR5,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0
ZNF266,0.421,0.353,0.159,0.29,0.164,-0.023,0.122,0.093
TMEM190,0.091,-0.376,0.079,-0.236,0.76,-0.257,0.367,0.226
ATP5SL,-0.24,-0.128,-0.153,-0.126,-0.188,-0.161,-0.223,-0.214
C19ORF44,-0.508,-0.133,-0.232,-0.16,-1.621,-1.765,-1.557,-1.577
LILRA5,0.593,0.246,0.069,0.0,0.317,-0.707,0.433,-0.409
VTI1A,-0.166,0.11,-0.069,0.128,0.116,0.173,0.115,0.16
FIZ1,0.026,-0.088,-0.12,-0.033,-0.159,-0.349,-0.161,-0.151
ZNF563,0.443,0.551,0.111,0.073,-2.349,-1.273,-1.78,-1.677
YIPF2,0.348,0.118,0.036,0.04,-0.026,-0.102,-0.004,0.15
RGL3,0.449,0.525,0.129,0.266,-0.037,-0.285,-0.272,-0.413
KLK10,-0.962,-0.805,-0.384,-0.449,-0.726,-0.37,-0.148,-0.272
VRK3,0.225,0.202,-0.018,0.195,-0.035,-0.09,-0.081,-0.041
ZNF473,0.529,0.382,0.261,0.276,0.029,0.193,0.259,0.256
NOSIP,-0.368,-0.283,-0.183,-0.23,-0.658,-0.759,-0.563,-0.531
FUT1,-0.381,0.016,-0.17,-0.131,-1.322,-1.29,-1.146,-1.094
FUT2,0.056,0.266,-0.195,0.472,-0.073,0.0,0.456,0.0
CNP,0.198,-0.401,-0.316,-0.117,-0.302,-0.294,-0.343,-0.4
SULT2B1,0.36,0.586,0.606,0.823,0.423,0.028,0.403,0.663
TMEM160,-0.216,-0.292,-0.251,-0.289,-0.392,-0.27,-0.252,-0.359
ZNF146,0.262,0.11,-0.026,0.025,0.295,0.257,0.504,0.237
NCR1,0.29,-0.184,0.0,-0.083,-0.111,-0.717,0.0,-0.231
TMEM86B,-0.358,0.16,0.115,-0.083,0.301,0.44,0.199,0.215
LGALS7B,-0.279,-0.169,-0.064,-0.102,-0.218,0.544,0.237,0.321
SLC7A10,-0.301,-0.194,0.452,-0.13,-0.076,-0.423,-0.592,-0.164
CREB3L3,-0.562,0.172,0.0,0.0,0.418,0.0,-0.403,0.0
A_23_P108103,-0.07,-0.02,-0.19,-0.039,0.093,0.005,-0.017,-0.139
ZNF223,0.563,0.831,0.544,0.491,0.184,0.423,0.0,0.247
AP3D1,-0.673,-0.485,-0.341,-0.173,0.283,0.307,0.159,0.051
GAMT,-0.065,-0.243,-0.168,-0.096,0.077,-0.059,0.013,0.03
PUM1,0.135,0.253,0.066,0.05,0.429,0.478,0.331,0.572
TJP3,0.542,0.76,0.0,0.553,0.167,0.0,-0.132,0.442
PSG6,-0.315,-0.193,-1.18,-0.106,-0.162,-0.117,-0.749,0.077
GRIN3B,0.0,0.0,0.735,0.929,0.768,-0.012,0.0,-0.136
RAB3A,0.107,0.111,0.216,-0.059,0.315,0.592,0.187,0.331
FXYD1,0.0,0.0,0.0,0.0,-0.007,0.0,0.0,-0.373
TSSK6,0.0,0.0,0.0,0.0,0.0,0.0,-0.39,-0.345
COX6B1,0.135,-0.014,-0.075,-0.017,-0.123,-0.097,0.046,-0.079
OR7C2,-0.163,0.135,0.025,0.606,1.005,0.774,0.888,0.396
CYP4F12,0.0,0.11,0.052,-0.331,-0.196,0.651,0.173,-0.401
PPAP2C,-0.555,-0.492,-0.549,-0.422,0.06,-0.087,0.028,-0.017
GJA4,0.395,0.02,0.201,-0.133,-1.921,-1.605,-1.743,-1.749
NDUFA7,0.029,0.019,0.104,0.26,-0.186,0.047,-0.073,-0.093
ADAMTS10,-0.103,-0.27,-0.399,-0.437,-0.588,-0.094,-0.084,-0.463
NR2F6,0.119,-0.213,-0.295,-0.083,-0.795,-0.765,-0.578,-0.774
SGTA,0.056,-0.297,-0.186,-0.252,-0.532,-0.394,-0.208,-0.424
ZNF571,0.518,0.439,0.223,0.177,-1.878,-1.229,-1.197,-1.271
THADA,0.58,0.134,0.049,0.118,0.002,-0.024,0.229,0.002
SEPT2,0.154,-0.007,0.05,-0.07,0.202,0.049,0.151,0.243
A_23_P108394,-0.151,-0.156,-0.054,0.032,0.065,0.335,-0.336,-0.224
AGAP1,1.01,0.547,0.615,0.281,1.377,1.428,1.612,1.359
DARS,-0.098,-0.174,-0.156,-0.174,-0.25,-0.039,-0.115,-0.249
GALNT5,0.099,0.0,-0.526,0.233,0.0,1.486,-0.236,0.256
FZD5,-0.097,-0.191,-0.164,-0.269,-0.131,-0.02,0.128,-0.107
